Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
26931,Town of Wabush,Commercial Road - Wastewater System,Wabush,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0R1B0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,2126,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Continuous,Continu,Other Treatment Type,Autres types de traitement,"Secondary, Anaerobic sludge digester",Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,52.9111,-66.8897,Estimated,Estimé,Final Discharge Point,Point de rejet final,Jean Lake (Lower),Jean Lake (Lower),Other,Autre,Natural lake,Lac naturel,operational,opérationnel
26932,Town of Wabush,Industrial Park - Wastewater System,Wabush,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0R1B0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,3500,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon Aerated, Disinfection","Dessablage, Dégrillage, Étangs Aérée, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,52.929,-66.8915,Verified,Vérifié,Final Discharge Point,Point de rejet final,Little Wabush Lake,Little Wabush Lake,Other recreational (e.g. boating),Autre contact récréatif (bateau),Natural lake,Lac naturel,operational,opérationnel
59763,Trepassey Outfall,Trepassey Outfall,Trepassey,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0A 4B0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,500,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.7237,-53.364,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
29973,Twillingate,Farmers Outfall,Twillingate,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0G4M0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,30.6,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Non-applicable,Non applicable,Non-applicable,Non Applicable,49.6639,-54.7458,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
28175,Twillingate,Townhall,Twillingate,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0G 4M0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,300,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,49.6524,-54.7613,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
28176,Twillingate,Upper Jenkins Road,Twillingate,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0G 4M0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,300,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,49.6698,-54.7569,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
28141,Whitbourne,Whitbourne Sewer Lagoon,Whitbourne,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0B3K0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,400,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,47.4136,-53.5229,Verified,Vérifié,Final Discharge Point,Point de rejet final,Bethunes Pond,Bethunes Pond,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
29501,Woody Point,WP Blue,Woody Point,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0K1P0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,150,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,49.4912,-57.9241,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Enclosed bay,Baie enclavée,operational,opérationnel
29500,Woody Point,WP Main,Woody Point,Newfoundland and Labrador,Terre-Neuve-et-Labrador,A0K1P0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,150,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,49.5044,-57.9133,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Enclosed bay,Baie enclavée,operational,opérationnel
23242,Atlantic First Nations Water Authority,Eskasoni wwtp,Eskasoni,Nova Scotia,Nouvelle-Écosse,B1W1A1,Indigenous,Autochtone,Indigenous,Autochtone,1514,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Activated Sludge, Sequencing Batch Reactor, Disinfection","Dessablage, Dégrillage, Boues activées, Réacteur séquentiel discontinu, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,45.9375,-60.6253,Estimated,Estimé,Final Discharge Point,Point de rejet final,bras d'or lake,,Other recreational (e.g. boating),Autre contact récréatif (bateau),Natural lake,Lac naturel,operational,opérationnel
23319,Atlantic First Nations Water Authority,Paqtnkek Wastewater Treatment Plant,Paqtnkek,Nova Scotia,Nouvelle-Écosse,B0H 1A0,Indigenous,Autochtone,Indigenous,Autochtone,133,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Activated Sludge, Sequencing Batch Reactor, Filtration, Disinfection","Boues activées, Réacteur séquentiel discontinu, Filtration, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,45.6048,-61.7355,Estimated,Estimé,Final Discharge Point,Point de rejet final,Afton River,Afton River,Other,Autre,Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
24452,Atlantic First Nations Water Authority,Pictou Landing Wastewater Treatment Facility,Pictou Landing,Nova Scotia,Nouvelle-Écosse,B0K 1X0,Indigenous,Autochtone,Indigenous,Autochtone,209.6,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Primary Sedimentation Clarification, Rotating Biological Contactor, Disinfection","Dégrillage, Sédimentation clarification primaire, Contacteur biologique rotatif, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,45.6764,-62.6417,Estimated,Estimé,Final Discharge Point,Point de rejet final,,North Humberland Straits,Other recreational (e.g. boating),Autre contact récréatif (bateau),Open marine waters,Eaux libres en milieu marin,operational,opérationnel
24302,Atlantic First Nations Water Authority,Potlotek Wastewater Treatment Plant,Potlotek First Nation,Nova Scotia,Nouvelle-Écosse,B0E3B0,Indigenous,Autochtone,Indigenous,Autochtone,401,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Lagoon Aerated, Disinfection","Étangs Aérée, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,45.6883,-60.7636,Estimated,Estimé,Final Discharge Point,Point de rejet final,Indian Lake,Madalore Brook,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
58348,Atlantic First Nations Water Authority,Wagmatcook Lagoons,Wagmatcook,Nova Scotia,Nouvelle-Écosse,B0E 3N0,Indigenous,Autochtone,Indigenous,Autochtone,204,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,Yes,Oui,Continuous,Continu,"Lagoon Aerated, Disinfection","Étangs Aérée, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,46.0422,-60.5433,Verified,Vérifié,Final Discharge Point,Point de rejet final,Nyanza Bay,Nyanza Bay,Other recreational (e.g. boating),Autre contact récréatif (bateau),Enclosed bay,Baie enclavée,operational,opérationnel
25210,Atlantic First Nations Water Authority,Wagmatcook RBC,Wagmatcook,Nova Scotia,Nouvelle-Écosse,B0E3N0,Indigenous,Autochtone,Indigenous,Autochtone,178,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation Clarification, Activated Sludge, Extended Aeration Activated Sludge, Rotating Biological Contactor, Sequencing Batch Reactor, Filtration, Disinfection","Dessablage, Dégrillage, Floculation chimique, Sédimentation clarification primaire, Boues activées,Boues activées par aération prolongée, Contacteur biologique rotatif, Réacteur séquentiel discontinu, Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.0811,-60.9104,Estimated,Estimé,Final Discharge Point,Point de rejet final,Middle River,Middle River,Other recreational (e.g. boating),Autre contact récréatif (bateau),Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
7508,Cape Breton Regional,Battery Point Treatment Plant,Sydney,Nova Scotia,Nouvelle-Écosse,B1P 7J2,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,25995,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation Clarification, Skimming, Disinfection","Dessablage, Dégrillage, Floculation chimique, Sédimentation clarification primaire, Écrémage, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,46.1495,-60.2026,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour (South Arm),,Other,Autre,Marine port waters,Eaux d'un port maritime,operational,opérationnel
24107,Cape Breton Regional,Centerville Lagoon,Gardiner Mines,Nova Scotia,Nouvelle-Écosse,B1E 1A6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,110,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,Yes,Oui,Continuous,Continu,"Lagoon Facultative, Lagoon Non Aerated, Disinfection","Étangs Facultative,Étangs Non aérée, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,46.1946,-60.0279,Verified,Vérifié,Final Discharge Point,Point de rejet final,Lingan Bay,Lingan Bay,Contact recreational (e.g. swimming),Contact récréatif (baignade),Enclosed bay,Baie enclavée,operational,opérationnel
24102,Cape Breton Regional,Dominion / Bridgeport WWTP,Dominion,Nova Scotia,Nouvelle-Écosse,B1G 1J6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,4024,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Sequencing Batch Reactor, Disinfection","Dessablage, Dégrillage, Réacteur séquentiel discontinu, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2173,-59.9982,Verified,Vérifié,Final Discharge Point,Point de rejet final,Bridgeport Cove/Atlantic Ocean,Bridgeport Cove/Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
26967,Cape Breton Regional,Donkin Sewer Shed - D1,Donkin,Nova Scotia,Nouvelle-Écosse,B1A 6S3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,828,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.1864,-59.8599,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean - Bordens Cove,Atlantic Ocean - Bordens Cove,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
26964,Cape Breton Regional,Glacebay - GB1,Glacebay,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,696,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2194,-59.973,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27015,Cape Breton Regional,Glacebay - GB2,Glacebay,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,675,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2195,-59.9668,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27017,Cape Breton Regional,Glacebay - GB4,Glacebay,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,719,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2176,-59.9611,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27018,Cape Breton Regional,Glacebay - GB5,Glacebay,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,139,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2157,-59.9535,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27019,Cape Breton Regional,Glacebay - GB6,Sydney,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,839,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2057,-59.9514,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27020,Cape Breton Regional,Glacebay - GB7,Sydney,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,216,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2074,-59.9514,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27016,Cape Breton Regional,Glacebay - GB8,Glacebay,Nova Scotia,Nouvelle-Écosse,B1A 1W5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,13160,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.1995,-59.9486,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
26966,Cape Breton Regional,Louisbourg - L1,Louisbourg,Nova Scotia,Nouvelle-Écosse,B1C 1J7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,205,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,45.9177,-59.9801,Verified,Vérifié,Final Discharge Point,Point de rejet final,Louisbourg Harbour,Tidal Barachois connected to Louisbourg Harbour,Other,Autre,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27022,Cape Breton Regional,Louisbourg - L2,Louisbourg,Nova Scotia,Nouvelle-Écosse,B1C 1J7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,529,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,45.9177,-59.9726,Verified,Vérifié,Final Discharge Point,Point de rejet final,Louisbourg Harbour,Louisbourg Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27023,Cape Breton Regional,Louisbourg - L5,Louisbourg,Nova Scotia,Nouvelle-Écosse,B1C 1J7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,549,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,45.9218,-59.9645,Verified,Vérifié,Final Discharge Point,Point de rejet final,Louisbourg Harbour,Louisbourg Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
24106,Cape Breton Regional,Meadowbrook Lagoon,Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1B 3H7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,167,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,Yes,Oui,Continuous,Continu,"Lagoon Facultative, Lagoon Non Aerated, Disinfection","Étangs Facultative,Étangs Non aérée, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,46.2464,-60.2617,Verified,Vérifié,Final Discharge Point,Point de rejet final,Meadow Brook,Meadow Brook,Other,Autre,Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
26909,Cape Breton Regional,New Victoria Sewer Shed,New Victoria,Nova Scotia,Nouvelle-Écosse,B1H5B3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,241,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2539,-60.1454,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Bight,,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
